Word	Local clustering
dashboard	0.0
dastardly	1.0
data	0.1331
data-storage	1.0
databank	0.0
database	0.1978
date	0.1585
daughter	0.0766
daunt	0.4762
daur	0.3333
dave	0.1667
david	0.0869
davida	1.0
davidson	0.3333
davie	0.2667
davis	0.2242
dawn	0.1756
dawne	0.0
dawson	0.3333
day	0.0778
day-long	0.5714
day-old	0.9333
day-to-day	0.1273
day_to_day	0.0
dayal	0.0
daybreak	1.0
daylight	0.3083
dayna	0.0
daytona	0.6667
daze	1.0
dazzle	0.0
dc	0.3333
ddd	0.0
ddv	0.5
de	0.4545
de_facto	0.0
dead	0.164
deadbolt	0.0
deadbolts	0.0
deadline	0.3015
deadly	0.1993
deadly-weapons	1.0
deaf	0.0
deafen	1.0
deal	0.1939
dealer	0.124
dealer-broker	1.0
dealing	0.2727
dean	0.141
dear	1.0
dearborn	0.1667
death	0.1367
deathly	0.0
debate	0.2565
debbie	0.0
deborah	0.1429
debris	0.1483
debris-filled	1.0
debt	0.2064
debt-ridden	0.3333
dec	0.5167
decade	0.2365
decade-long	0.0
decade-old	1.0
decades-old	0.2
deceive	0.0
december	0.0936
decency	0.0
decent	0.3571
deception	0.0
decibel	1.0
decide	0.1667
decision	0.157
decision-maker	1.0
decision-making	0.1389
decisive	0.3636
deck	0.2566
decker	0.2222
declaration	0.2936
declare	0.563
declercq	0.1
decline	0.1457
decliner	0.0
decompose	0.0
decomposition	0.0
decontamination	0.3593
decorate	0.1818
decoration	0.0
decree	0.0
decrepit	1.0
dedicate	1.0
deduction	0.0
deed	0.1778
deem	0.3333
deena	0.3333
deep	0.1698
deepen	0.3516
deerfield	1.0
deface	1.0
defacement	0.3333
default	0.6667
defeat	0.1585
defect	0.0476
defection	0.2095
defend	0.4559
defendant	0.1053
defender	0.3333
defense	0.1107
defense_dept	0.1832
defenseless	1.0
defensive	0.2941
deference	0.8333
defiance	0.2101
defiant	0.4308
deficiency	0.3333
deficit	0.0
define	0.3676
definite	0.2667
definition	0.3895
definitive	0.3048
defy	0.6667
degree	0.1028
dehydration	0.0
dejection	0.0
del.-based	0.6667
delano	1.0
delargy	0.0
delaware	0.1957
delay	0.1579
delegate	0.1667
delegation	0.255
delfin	0.6
delgado	0.0
delhi	0.415
deli	0.0
deliberate	0.3761
deliberation	0.1667
delicacy	0.3333
delicate	0.2026
delieto	0.6667
deliver	0.3111
deliverer	1.0
delivery	0.166
dell	0.6667
dellasalla	0.3333
delray	0.193
delta	0.1937
delusion	0.0
demand	0.1824
demining	0.6667
demise	0.0
democracy	0.1749
democrat	0.1127
democrat-led	0.0
democratic	0.1236
democratic-controlled	0.6667
democratic-led	1.0
demographic	0.0
demography	0.0
demolish	0.5238
demolition	0.6
demonstration	0.1995
demonstrator	0.1395
deniability	0.0
denial	0.2364
denim	0.0
denizen	0.0
denlow	0.6667
dennis	0.0667
dennis_hastert	0.2299
denounce	0.3333
dense	0.0
dental	0.0
denton	0.0
denver	0.2637
deny	0.4456
denzil	1.0
deobandi	0.3
dep	0.6667
depart	0.3846
department	0.1283
departure	0.2304
depend	0.3455
dependent	0.3333
depland	1.0
deploy	0.5
deployment	0.3446
deportation	0.1476
depose	0.6667
deposit	0.2088
depository	0.3091
depot	0.25
depress	0.0
depression	0.1667
dept	0.1778
depth	0.2857
depts	0.5
deputy	0.1332
der	0.5
derange	1.0
derek	1.0
derivative	0.3333
des	0.3333
descend	0.0
descent	0.2381
describe	0.3091
description	0.3263
desecration	0.4286
desert	0.4276
deserter	1.0
desertion	0.2667
deshmukh	0.8095
deshtiqala	0.0
design	0.2
designate	0.3111
designation	0.0
desire	0.1576
desk	0.3684
desler	0.6
desolate	0.4667
despair	0.0357
desperate	0.2286
desperation	0.2857
despicable	0.6667
destination	0.2175
destiny	0.6667
destroy	0.3136
destroyer	0.3509
destruction	0.1715
destructive	0.5
det	1.0
detachment	0.4667
detail	0.1973
detailed	0.75
detain	0.2266
detainee	0.2941
detect	0.7
detection	0.4379
detective	0.1333
detector	0.117
detention	0.276
deter	0.0
deterioration	0.0
determination	0.2672
determine	0.0989
deterrent	0.4091
detonate	0.0
detonation	0.1786
detonator	0.0
detrick	0.4
detriment	1.0
detroit	0.1959
deutsch	0.0
deutsche	0.253
devaluation	1.0
devastate	0.2748
devastation	0.2695
develop	0.2326
developer	0.2667
development	0.2039
device	0.0646
devil	0.0952
devita	0.0
devlin	0.3333
devotion	0.3333
devout	1.0
dewayne	1.0
dflp	0.0
dfw	1.0
dhafra	0.0
dhaka	0.2667
dhingrha	0.0952
dhiqar	0.0
dia	1.0
diabolical	0.0
diagnose	1.0
diagnosis	0.25
diagnostic	0.1111
diagram	1.0
dialect	1.0
dialogue	0.1029
diameter	0.3333
diamond-encrusted	0.3333
diamondback	0.6
diamondbacks	0.5
diana	0.0
diane	0.4
dianne	0.8333
diaper	1.0
diblasio	1.0
dicey	0.0
dick	0.2292
dickinson	0.6667
dickson	1.0
dictate	0.3333
didier	1.0
die	0.2048
die-hard	0.3333
diego	0.2391
diesel	0.1333
diet	1.0
diferdinando	0.3778
differ	0.4667
difference	0.2232
different	0.1935
difficult	0.2977
difficult-to-monitor	0.0
difficulty	0.1829
diffuse	0.0
difrancesco	0.4095
dig	0.2338
digger	0.3
digit	0.0
digital	0.0
dignitary	0.6667
dignity	0.0
diguet	0.0
dilemma	0.2
dili	0.2143
dillard	0.3333
diller	0.1667
dilution	0.0
dim	0.1667
dime	0.0
dimension	0.3485
din	0.2222
dine	1.0
dinkins	1.0
dinner	0.148
dioxide	1.0
dioxin	0.0
diploma	0.0
diplomacy	0.2198
diplomat	0.2543
diplomatic	0.1887
dire	0.5818
direct	0.2185
direction	0.2485
directive	0.2987
director	0.1007
director-general	0.5
dirksen	0.6444
dirt	0.0
dirty	0.2692
disability	1.0
disable	1.0
disadvantage	1.0
disagreement	0.5833
disappointment	1.0
disapproval	0.5
disarmament	0.0
disarray	0.3333
disaster	0.148
disaster-relief	0.3333
disastrous	0.3333
disbelief	0.0659
disbelieve	1.0
disc	0.3333
discard	0.0
discernible	0.0
discipline	0.2889
disclosure	0.5
disco	1.0
discontent	0.3333
discount	0.1273
discouragement	0.0
discover	0.9
discovery	0.2955
discreet	0.9
discretion	0.2778
discrimination	0.0
discuss	0.4545
discussion	0.2029
disdain	1.0
disease	0.1547
disengagement	0.0
disgrace	0.0
disgruntle	0.1667
disguise	0.3333
disgust	0.0
dish	0.0
dishearten	1.0
dishonor	0.0
dishonorable	1.0
dishwasher	0.0
disillusionment	0.0
disinfectant	0.0
disinfection	0.0
disintegration	0.7
disk	0.0
dislocate	1.0
dislocation	1.0
dismal	0.0
dismantle	0.3333
dismay	1.0
dismiss	0.5262
disney	0.2126
disneyland	0.5
disobedience	0.0
disorder	0.0
disorderly	0.0
disown	0.0
disparage	1.0
disparate	0.5
dispatch	0.2121
dispatcher	0.3333
dispense	0.3333
dispersal	1.0
displace	0.3853
displacement	0.0
display	0.1951
disposal	0.1429
dispute	0.2132
disregard	1.0
disrupt	0.2026
disruption	0.1875
dissemination	0.4
dissent	0.359
dissenter	1.0
disservice	1.0
dissident	0.2722
distance	0.2938
distant	0.3571
distinct	1.0
distinction	0.2794
distinctive	1.0
distinguish	0.0
distortion	0.0
distract	0.0
distraught	0.0
distress	0.2857
distribute	0.1556
distribution	0.256
distributor	0.0
district	0.1245
distrigas	1.0
disturb	0.3
disturbance	0.4
disunity	0.0
dive	0.1667
dive-bomb	0.0
divebomb	1.0
diver	0.7
divergency	0.0
diverse	0.3214
diversion	1.0
diversity	0.2857
divert	0.2476
divide	0.4632
divine	0.0
division	0.155
divorce	0.0
diyarbakir	0.0
dizzy	0.6667
djamel	0.6
djibouti	0.3333
dna	0.1324
dna-based	0.0
do	0.2064
dobbin	0.5909
doc	0.0
dock	0.2564
dockside	0.0
doctor	0.0642
doctor-patient	1.0
doctrine	0.5238
document	0.1477
documentary	0.1333
documentation	0.3
dodge	0.6667
dodger	0.0
dog	0.1383
doggett	0.3333
dogharun	0.8333
doha	0.0
dole	0.1905
dollar	0.1291
dollar--sign1-per-gallon	0.0
dollar--sign15	1.0
dollar--sign279.00/$281.00	1.0
dollar--sign280.00/$282.00	1.0
dollar--sign3.2	1.0
dollar--sign320	1.0
dollar--sign46.56	1.0
domain	0.0
dome	0.2238
domestic	0.1777
dominance	0.0
dominant	0.2879
domination	0.3333
domingo	0.4
dominic	0.6667
dominican	0.0
domino	1.0
dominoes	0.0
don	0.2222
dona	1.0
donald	0.3235
donate	1.0
donation	0.1403
dong	1.0
donkey	0.1
donna	0.1667
donnelley	0.0
donor	0.3676
doom	0.5809
doomsday	0.5357
door	0.1595
door-to-door	0.0
doorstep	0.6
doper	1.0
dorchester	0.5275
dormant	0.0
dormitory	0.0
dorr	0.5
dorset	0.0
dorsey	0.0
dose	0.3122
dossier	0.8929
dostum	0.3654
dot-com	0.5
douai	1.0
double	0.1333
double-brown	0.0
double-decker	0.3333
doubt	0.2754
doubtfire	0.6667
doug	0.1556
doughnut	1.0
douglas	0.1795
dove	0.3333
dover	0.5357
dow	0.1856
down	0.4889
down_payment	0.0
downbeat	1.0
downer	0.8
downfall	1.0
downplay	0.0
downside	0.0
downstream	0.6667
downtown	0.1511
downturn	0.1569
downward	0.3611
doxycycline	0.1515
doyle	0.3333
dozen	0.1833
draconian	0.3333
draft	0.2816
drag	0.1905
dragged-out	1.0
dragnet	1.0
dragon	0.0
drain	0.0
drama	0.1212
dramatic	0.2339
drastic	0.2667
draw	0.0571
drawing	0.3333
dreadful	0.3333
dream	0.0
dreary	0.3333
dreier	0.2
dresdner	0.5357
dress	0.141
dricks	0.3333
drift	0.4
drill	0.1667
drink	0.0714
drinker	0.6
drinking	0.4848
driscoll	1.0
drive	0.2036
driver	0.1232
driver's	0.3333
drone	0.3105
drop	0.2065
drop-off	0.6667
drought	0.1985
drought-devastated	1.0
drought-ravaged	0.3333
drove	0.3333
druce	0.0
drug	0.1263
drug-eradication	1.0
drugmaker	0.4286
drugmakers	0.0
drugstore	0.0
drum	0.2308
drum-tight	1.0
drumbeat	1.0
drunk	1.0
dry	0.0
dryden	0.5
dual	0.3333
dual-use	0.3333
duane	0.0
dub	0.4
dubai	0.2138
dubest	0.6667
duck	0.0
duckworth	0.0
due	0.1071
duffy	0.1667
dug-in	1.0
dulles	0.2989
duma	0.5333
dummy	1.0
dumont	0.6
dump	0.1083
duncan	0.0
dunham	0.1111
dunk	0.0
duplicate	0.381
dupont-columbia	0.0
dupre	0.0
durability	0.6667
durable	0.6667
duration	0.4286
durbin	0.1
durham	1.0
durrkopf	0.0
dusenbery	0.2667
dushanbe	0.5278
dusk	0.0
dust	0.0991
dust-blown	0.6667
dust-covered	0.0
duster	0.3
dusty	0.2182
dutch	0.2424
dutchman	0.3333
duty	0.2178
duty-free	0.1667
duval	0.3
dvd	0.0
dvds	0.0
dweller	0.0
dwelling	0.0
dwight	1.0
dwindle	0.4103
dye	1.0
dynamics	0.6667
dynamite	0.5
dyncorp	0.0
dynmcdermott	0.0
e	0.3462
e-mail	0.1384
e-trade	0.8095
e_booker_school	0.0
eagle	0.1905
ear	0.2095
early	0.1774
early-warning	0.4
earmark	1.0
earn	0.0
earning	0.133
earshot	0.0
earth	0.1667
earth-penetrating	0.0
earthquake	0.1364
ease	0.1207
easily-hit	1.0
east	0.1466
east-central	1.0
easterly	0.3333
eastern	0.183
easy	0.1273
eat	0.1786
eaterie	0.0
eavesdrop	0.1667
ebb	0.0
eberhart	0.25
ebersol	0.3333
ebola	0.3333
ec-130e	1.0
ecb	0.1061
ecevit	0.3333
echo	0.5111
eckhard	1.0
ecns	0.0
economic	0.1238
economic-stimulus	1.0
economics	0.2198
economics-related	0.0
economist	0.0918
economy	0.0997
economy-boosting	1.0
ecstasy	0.0
ed	0.1
eddie	1.0
eddy	1.0
edgar	1.0
edge	0.1994
edict	0.2834
edifice	0.0
edinburgh	0.7
edison	0.6667
edition	0.4476
editor	0.1514
editor-in-chief	1.0
editorial	0.2762
edmonds	0.3333
edmund	0.3929
edt	0.3657
eduard	1.0
educate	0.0
educated	0.0
education	0.1571
education-related	0.3333
edward	0.1429
edwin	0.0
eerie	0.25
effect	0.1446
effective	0.1818
effectiveness	0.6667
efficiency	1.0
efficient	0.6667
effigy	0.3333
effort	0.1193
egan	0.1786
egg	0.0
egidio	0.0
egoistic	1.0
egress	1.0
egypt	0.2489
egyptian	0.189
egyptian-born	0.6
ehrenkrantz	0.6667
ehsanullah	0.0
ehud	0.5
eia	0.0
eichel	0.7
eight	0.2767
eight-day	1.0
eight-day-old	1.0
eight-engine	0.3333
eight-hour	1.0
eight-month	0.6111
eight-month-old	1.0
eight-page	1.0
eight-year-old	0.3333
eisenberg	0.0
eisenhower	0.0
eisner	1.0
eisold	0.3333
el	0.1263
el-hage	0.1567
el-serri	0.3333
el-sheikh	1.0
elaborate	0.2
elaboration	0.0
elamir	1.0
elasticity	0.0
elate	0.6667
elbow	0.1667
elder	0.2035
elderly	0.3333
elect	0.8
election	0.1572
electorate	1.0
electric	0.6071
electrical	0.3636
electrician	0.0952
electricity	0.3456
electron	0.6667
electronic	0.116
electronics	0.2444
element	0.3152
elementary	0.3929
elevator	0.4052
elgalil	1.0
elicit	1.0
eligibility	1.0
eligible	1.0
eliminate	0.0
elimination	0.3333
eliot	0.4667
elissa	0.0
elite	0.3197
elizabeth	0.2571
elk	1.0
elkins	0.0
ellen	0.6667
elliott	0.0714
ellis	0.0
elmendorf	0.3333
eloquence	1.0
elsayed	1.0
elusive	1.0
elyas	0.0
elysee	0.0
emad	0.0
email	0.0
emanuele	0.0
embargo	0.3846
embark	0.7556
embarrass	0.3333
embarrassment	0.6667
embassy	0.1399
embattle	0.9
embed	1.0
ember	0.0
emblem	0.3333
embolden	0.3333
embrace	0.3333
embroider	1.0
emc	0.5714
emerge	0.2688
emergence	0.3333
emergency	0.1392
emergency-response	1.0
emerging-market	0.4
emily	0.0
emir	1.0
emirate	0.3297
emissary	0.5
emma	0.0
emmanual	0.0
emmitsburg	0.0
emmy	0.4643
emomali	1.0
emory	1.0
emotion	0.2222
emotional	0.2357
emphasis	0.1176
emphasize	0.2
empire	0.2721
emplacement	1.0
employ	0.2667
employee	0.1037
employee-related	0.3333
employer	0.1988
employment	0.2857
empowerment	0.0
empty	0.2035
en-route	0.6
enable	0.6667
enact	1.0
enactment	0.8
encampment	1.0
encircle	1.0
enclave	0.1154
enclose	0.3571
encounter	0.1429
encourage	0.2393
encouragement	0.3889
encrypt	0.0
encryption	0.1
end	0.1435
end-1998	0.0
end-september	0.6667
endanger	1.0
endeavor	0.4762
endeavour	0.1667
endless	0.0667
endorse	0.3676
endorsement	0.3556
endowment	0.619
endpoint	0.0
endure	0.2279
enemy	0.1973
energy	0.161
energy-related	1.0
enforce	0.0
enforcement	0.263
enforcer	0.6364
engage	0.25
engagement	0.3579
engel	1.0
engine	0.188
engineer	0.1446
england	0.2698
england.maine	1.0
englewood	1.0
english	0.1688
english-language	0.4444
english-speaking	0.0
enhance	0.3429
enhancement	0.3333
enid	1.0
enjoy	0.9444
enlighten	0.3333
enlist	0.6429
enlisted	0.0
enlistment	0.5
enmity	0.3333
enormity	0.3778
enormous	0.1354
enquirer	0.1455
enrollment	0.0
ensue	0.0
ensure	0.1778
entebbe	0.0
entekhab	0.8333
enter	0.3015
entergy	0.1833
enterprise	0.3619
entertainment	0.2137
enthusiasm	0.3333
entire	0.3197
entirety	0.0
entitlement	0.1667
entity	0.3718
entourage	1.0
entrance	0.1344
entrench	0.4727
entry	0.3054
entry-level	0.0
envelop	1.0
envelope	0.165
environment	0.2516
environmental	0.1848
environmentalist	0.1667
envisage	1.0
envoy	0.2961
envy	1.0
epa	0.2583
epcot	1.0
ephraim	0.8
epic	1.0
epicenter	0.0
epidemic	0.2
epidemiological	0.2
epidemiologist	0.4
epidermist	1.0
episcopalian	1.0
episode	0.1818
equal	0.8333
equality	1.0
equation	0.4
equip	0.6667
equipment	0.0946
equity	0.2774
equivalency	0.0
equivalent	0.5
era	0.2609
eradicate	1.0
eradication	0.0
eric	0.3056
erie	0.3333
erin	0.5111
ernest	0.4762
ernesto	0.5
erosion	0.0
err	0.0
errant	0.4242
errol	1.0
erroneous	1.0
error	0.2016
ers	1.0
es	1.0
escalate	0.2381
escalation	0.2222
escape	0.2047
escort	0.3091
eshaq	0.0
eslami	0.6667
esoterica	0.0
espionage	0.1905
espionage-themed	0.6667
espranal	0.4
essay	0.3333
essen	0.2727
essence	0.0
essential	0.2164
essex	1.0
esssen	0.6
est	0.4
establish	0.1905
establishment	0.3074
estarghech	0.4667
estate	0.3456
estimate	0.1965
estimation	0.0
ether	0.0
ethic	0.2
ethics	0.0
ethier	0.0
ethiopian	0.6
ethnic	0.2371
ethnicity	0.3333
ethos	1.0
eu	0.1877
euro	0.1429
euronext	0.5
europe	0.2385
europe-wide	0.0
european	0.1544
european_union	0.3069
euros	0.2381
eurosystem	0.6
eurotop	0.4
eva	1.0
evacuate	0.3571
evacuation	0.2319
evaluate	0.2
evaluation	0.3929
evan	1.0
evander	1.0
evangelist	0.0
evans	0.2857
evasion	0.0
eve	0.1818
evelyn	0.0
even	0.181
evening	0.1917
event	0.1153
eventual	0.1944
ever-present	0.6667
everglades	0.6667
evergreen	0.0
everyday	0.3333
evey	0.2381
evict	1.0
evidence	0.1485
evident	0.0
evidentiary	0.5
evil	0.4985
evil-doer	1.0
evildoer	0.4
ewing	1.0
ex-king	0.2207
ex-president	1.0
ex-soviet	0.2574
ex-wife	0.0
exact	0.3538
exaggerate	0.381
exam	0.0476
examination	0.1785
examine	0.5556
examiner	0.5278
example	0.1312
exceed	0.0
excellence	1.0
excellent	0.3333
exception	0.1667
exceptional	1.0
excerpt	0.2879
excess	0.1
excessive	0.4
exchange	0.1664
excite	1.0
excitement	0.0
exclusion	0.2
exclusive	0.5556
excuse	0.3333
execute	0.4103
execution	0.2434
executive	0.1158
executor	1.0
exemption	0.0
exercise	0.2049
exhaust	0.3442
exhaustive	1.0
exhibit	0.0
exhortation	0.0
exile	0.2204
exist	0.1756
existence	0.0
exit	0.4286
exodus	0.4737
exotic	0.0
expand	0.233
expanse	0.0
expansion	0.2583
expatriate	0.249
expats	1.0
expect	0.3613
expectation	0.2364
expediency	0.2
expedite	0.1667
expeditionary	1.0
expel	0.6667
expenditure	0.0
expense	0.1733
expensive	0.1309
experience	0.2346
expert	0.1298
expertise	0.1508
expiration	0.4722
expire	0.6667
explain	0.5714
explanation	0.1818
explicit	0.0
explode	0.5
exploration	1.0
explore	0.0
explorer	0.4286
explosion	0.1726
explosion-heavy	0.5
explosive	0.1005
explosiveness	0.0
explosives-laden	1.0
export	0.3203
export-import	1.0
exporter	0.0
expose	0.7
exposure	0.1932
express	0.1941
expression	0.3214
expulsion	0.2545
extend	0.3043
extension	0.3053
extensive	0.1847
extent	0.3227
exterior	0.0
external	0.2727
extra	0.2755
extract	0.4
extraction	0.1333
extradite	0.4722
extradition	0.2646
extraordinary	0.2645
extreme	0.3636
extremism	0.1
extremist	0.1911
exxon	0.6667
eye	0.1855
eye-catching	0.0
eyeball	0.1667
eyewitness	0.3595
f	1.0
f-14	0.5
f-14s	0.0
f-15e	0.8571
f-16	0.2484
f-18	0.3611
f-18s	0.0
f/a	0.0
f/a-18	0.8214
f/a-18c	1.0
faa	0.1835
fabius	0.7
fable	0.4242
fabric	1.0
fabricate	1.0
fabrication	1.0
fabrice	0.3333
facade	0.1667
face	0.1469
face-to-face	0.3818
facility	0.1181
fact	0.2471
fact-finding	0.0
faction	0.205
factional	0.0
factor	0.0381
factory	0.1397
factual	0.0
fade	0.8333
fadlallah	0.4
fadllallah	0.5
fagan	0.1333
fahd	0.2545
fahim	0.6667
fahrenheit	0.3333
fail	0.354
failing	1.0
failure	0.2403
faim	0.8
faint	0.0
fair	0.2564
fairfax	0.375
fairfield	0.0
faisabad	0.0
faith	0.1994
faithful	1.0
faithless	0.0
faizabad	0.0
faizo	0.5333
fake	0.2571
falk	0.7
fall	0.1501
fallback	0.0
fallout	0.2481
falmouth	0.8
false	0.2149
falsify	0.3333
falter	0.3
fame	0.1993
familiar	0.1333
family	0.136
famine	0.2308
famine-wracked	0.0
famous	0.1772
fan	0.1317
fanatic	0.1667
fanatical	1.0
fanaticism	0.4286
fancy	1.0
fanfare	0.3333
fantastic	0.0
fantasy	0.0
far	0.4231
far-flung	0.6667
far-left	0.3333
far-reaching	0.1333
far-right	0.2857
farbstein	0.1
farc	0.0
fare	0.1402
fare-dodging	0.3333
farewell	0.0
fargo	0.2909
farid	1.0
farley	0.0
farm	0.237
farmer	0.2
farooq	0.0
farouk	0.0
farouq	1.0
farrell	0.0
farsi	0.0
farthest-reaching	1.0
faryab	0.6667
faryniarz	0.25
fascinate	0.0
fascism	0.3333
fascist	0.3333
fashion	1.0
fashion-conscious	0.0
fashionable	0.3333
fast	0.269
fast-moving	0.0
fast-spreading	0.0
fast-track	0.2
fatah	1.0
fatal	0.2564
fatality	0.2667
fate	0.2034
father	0.1035
fatigue	0.1988
fatwa	0.375
fauci	0.2381
fault	0.0
favor	0.2253
favorite	0.4286
fax	0.0769
fazal-ur-rahman	0.3333
fazalur	1.0
fazil	1.0
fbi	0.1179
fbi-led	0.5333
fbih	1.0
fcoj	0.0
fda	0.2391
fe	1.0
fear	0.1374
fear-mongering	0.0
fearful	0.5714
fearsome	0.0
feast	0.0
feat	1.0
feature	0.1961
feature-length	0.3333
february	0.0667
federal	0.126
federal_reserveand	1.0
federal_reservebank	0.303
federal_reservechairman	0.4286
federal_reservechief	0.0
federal_reservecut	0.7333
federal_reserveemployee	0.0
federal_reserveemployees	0.0
federal_reservehas	0.4667
federal_reserveinterest	1.0
federal_reservemay	0.4
federal_reservemight	1.0
federal_reservenext	0.0
federal_reservepresident	1.0
federal_reserverate	1.0
federal_reservesaid	0.7
federal_reservesystem	1.0
federal_reservewas	0.0
federal_reservewould	0.6
federalize	1.0
federate	1.0
federation	0.4359
federturismo	0.5
fedex	0.2762
fee	0.1838
feeble	1.0
feed	0.2727
feehan	1.0
feel	0.139
feel-good	0.0
feeling	0.3529
feiner	0.5
feingold	0.4286
feinstein	0.3056
feith	0.4
feldman	0.3333
feldt	0.3333
felix	1.0
fellow	0.2701
felony	0.5
felton	0.3333
fema	0.2667
female	0.2685
feminist	0.0
fence	0.3333
fence-sitters	0.6667
fernandes	0.5714
fernando	0.3714
ferocious	0.4762
ferrer	0.6364
ferret	0.6667
ferry	0.1884
fertile	0.3333
fertility	1.0
fervid	0.6
fervor	0.4
festivity	0.0
festoon	1.0
feud	1.0
fever	0.0474
feverish	0.0
fiasco	0.5
fiber	0.1818
fiber-optic	0.0
ficano	0.0
fichtel	0.6667
fiction	0.1
fictitious	0.5
fidel	1.0
fidelitrade	1.0
fidelity	0.0
fie	1.0
fiefdom	1.0
fiefdoms	0.0
field	0.1548
fielder	1.0
fierce	0.2535
fiery	0.6923
fifth	0.6078
fight	0.1492
fighter	0.1328
figure	0.1969
figurehead	0.5
fiji	0.3611
file	0.0492
filipina	0.0
filipino	0.2381
fill	0.2667
film	0.1284
film-set	1.0
filmmaker	0.5333
filmmaking	0.0
filter	0.4667
filtration	0.0
fimat	1.0
final	0.1527
finalist	0.3333
finalize	0.0
finance	0.195
financial	0.1267
financial/first	1.0
financier	0.6667
find	0.1772
finding	0.2526
fine	0.2464
fineout	1.0
finger	0.2571
fingerhut	1.0
fingerprint	0.1111
fini	1.0
finish	0.0
finite	0.0
finland	0.0
finn	1.0
fiocruz	0.1868
fire	0.1027
fire-blackened	0.3333
fire-control	1.0
fire-damaged	1.0
fire-rescue	1.0
fire-resistant	0.0
firearm	0.0714
fireball	0.3929
firebomb	0.4667
firebrand	0.6
firefight	0.5333
firefighter	0.1142
firefighting	0.5
firehouse	0.0
fireman	0.224
firepower	0.5
firestorm	0.0
firework	0.2
fireworks	0.3333
firing	1.0
firm	0.1076
first	0.212
first-class	0.3333
first-ever	0.6429
first-hand	0.3333
first-line	0.3333
first-run	1.0
first-time	0.3333
fiscal	0.1862
fischer	0.2286
fish	0.0
fisher	1.0
fishery	0.0
fishman	0.3333
fissure	0.0
fist	0.2
fit	0.2
fitzgerald	0.3485
fitzroy	1.0
five	0.3083
five-count	1.0
five-day	0.4
five-hour	0.1905
five-minute	0.0
five-sided	0.3333
five-star	0.5
five-story	0.3
five-times	1.0
five-to-one	0.0
five-week	0.6667
five-year	0.3333
five-year-long	0.0
fix	0.1714
fixed-income	1.0
fixed-site	0.0
fixed-wing	0.0
fixture	0.1667
fla.	0.0
flag	0.1241
flag-raising	0.0
flag-waver	0.0
flag-waving	0.4727
flagpole	0.0
flagrant	0.2
flagship	0.5
flame	0.2
flanagan	0.7
flannery	0.6667
flap	0.0
flare	0.1667
flare-up	0.3333
flash	0.1494
flash-points	1.0
flashpoint	0.6667
flat	0.2
flat-bed	1.0
flatten	1.0
flaw	0.5
flee	0.377
fleet	0.181
fleischer	0.2506
fleisher	0.5
fleming	0.2667
flesh	0.1667
flexibility	0.2
flicker	0.6667
flight	0.0889
flight-data	1.0
flight-deck	0.0
flight-to-quality	1.0
flimsy	0.8667
flinch	0.0
fling	0.0
float	0.1212
flock	0.3333
flood	0.2215
floor	0.1038
floral	0.0
florence	0.1667
flores	1.0
florida	0.1306
florida-based	1.0
floridian	0.6667
flotilla	0.0
flour	0.1333
flow	0.2455
flower	0.0545
flu	0.25
flu-like	0.2444
fluctuation	1.0
fluid	0.2143
flulike	0.0
flurry	0.2571
flush	0.5256
flutter	1.0
fly	0.1877
flyer	0.1667
flyover	0.0
foam	0.0667
focal	0.5
focus	0.2476
fodder	1.0
foe	0.2102
fog	0.6667
foggy	0.5333
foil	0.0
fold	0.0
folk	0.1368
follow	0.257
follow-on	1.0
follow-up	0.1905
follower	0.3363
followup	0.0
folly	0.0
food	0.1268
food-security	0.0
fool	0.2
foot	0.1408
foot-and-mouth	0.0
foot-dragging	0.0
footage	0.26
football	0.2637
foote	0.3333
footstep	1.0
footwork	0.0
foray	0.0
forbid	0.4
force	0.0869
force-against-force	0.0
force-on-force	0.0
forceful	0.5303
forcellina	0.0
ford	0.3175
fore	0.0
forebode	0.3333
forecast	0.1255
forefront	0.6
foreign	0.1125
foreign-flagged	1.0
foreigner	0.2515
forelli	0.0
foremost	1.0
forensic	0.1053
forensics	0.3
foreseeable	0.0
foreshadowing	0.0
forest	0.4286
forex	1.0
forfeiture	0.6944
forge	0.0
forgery	0.2
forget	0.0
forgiveness	0.0
form	0.1516
formal	0.2319
format	0.2
formation	0.2952
former	0.0909
former_pres_clinton	0.2494
formidable	0.4
formula	0.2
forseeable	1.0
fort	0.1746
fort-worth	0.5
forthcome	0.3333
fortify	1.0
fortnight	0.0
fortress	0.1667
fortune	0.3187
forum	0.2754
forward	0.197
foster	0.0
foul	0.0
foul-up	0.5
found	0.2
foundation	0.24
founder	0.2381
four	0.274
four-by-seven-block	0.0
four-day	0.3056
four-door	1.0
four-engine	0.303
four-engined	0.3333
four-hour	0.619
four-inch	0.0
four-page	0.3333
four-star	0.0
four-tiered	0.0
four-week	0.0
four-year	1.0
fourth	0.4667
fourth-quarter	0.0
fox	0.1508
foxell	0.3333
foyer	1.0
fpi	0.3636
fpl	1.0
fraction	0.3074
fractious	0.25
fragile	0.2895
fragility	0.6667
fragment	0.3333
frahi	0.0
frail	1.0
frame	0.1785
framework	0.6
fran	0.0
franc	0.0
france	0.1581
francesc	1.0
francesco	1.0
franch-based	1.0
francis	0.3
franco-algerian	0.381
frank	0.1582
frankford	0.0
frankfurt	0.3297
frankfurter	0.3
franklin	0.2941
fransesc	1.0
frantic	0.3333
franz	1.0
fraser	0.0667
frasier	0.0667
fraternity	0.0
